Family,Station,total.count,depth_bin
Macrouridae,FK190726-S0282,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0289,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0282,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0286,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0282,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0282,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0282,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0286,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0289,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0282,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0286,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0286,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0286,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0286,1,"(1.45e+03,1.5e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0289,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0289,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0289,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0287,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,3,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0287,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,3,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,2,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,3,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0289,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0289,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0289,3,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0289,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0287,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0289,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0289,1,"(1.5e+03,1.55e+03]"
Macrouridae,FK190726-S0280,1,"(1.65e+03,1.7e+03]"
Macrouridae,FK190726-S0280,1,"(1.7e+03,1.75e+03]"
Macrouridae,FK190726-S0280,1,"(1.7e+03,1.75e+03]"
Macrouridae,FK190726-S0280,1,"(1.7e+03,1.75e+03]"
Macrouridae,FK190726-S0280,1,"(1.7e+03,1.75e+03]"
Macrouridae,FK190726-S0280,1,"(1.7e+03,1.75e+03]"
Macrouridae,FK190726-S0280,1,"(1.7e+03,1.75e+03]"
Macrouridae,FK190726-S0280,1,"(1.7e+03,1.75e+03]"
Macrouridae,FK190726-S0284,1,"(1.75e+03,1.8e+03]"
Macrouridae,FK190726-S0285,1,"(1.8e+03,1.85e+03]"
Macrouridae,FK190726-S0281,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0281,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0281,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0285,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0284,2,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0281,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0284,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0285,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0284,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0281,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0284,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0284,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0284,1,"(1.85e+03,1.9e+03]"
Macrouridae,FK190726-S0284,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0281,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0284,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0284,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0281,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0284,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0281,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0281,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0281,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0284,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0284,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0288,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0288,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0288,1,"(1.9e+03,1.95e+03]"
Macrouridae,FK190726-S0281,1,"(1.95e+03,2e+03]"
Macrouridae,FK190726-S0281,1,"(1.95e+03,2e+03]"
Macrouridae,FK190726-S0281,1,"(1.95e+03,2e+03]"
Macrouridae,FK190726-S0281,1,"(2e+03,2.05e+03]"
Macrouridae,FK190726-S0281,1,"(2e+03,2.05e+03]"
Macrouridae,FK190726-S0281,1,"(2e+03,2.05e+03]"
Macrouridae,FK190726-S0281,1,"(2e+03,2.05e+03]"
Macrouridae,FK190726-S0281,1,"(2e+03,2.05e+03]"
Macrouridae,FK190726-S0288,1,"(2e+03,2.05e+03]"
Macrouridae,FK190726-S0281,1,"(2e+03,2.05e+03]"
Macrouridae,FK190726-S0281,1,"(2.05e+03,2.1e+03]"
Macrouridae,FK190726-S0284,1,"(2.05e+03,2.1e+03]"
Macrouridae,FK190726-S0285,1,"(2.1e+03,2.15e+03]"
Macrouridae,FK190726-S0285,1,"(2.1e+03,2.15e+03]"
Macrouridae,FK190726-S0284,1,"(2.1e+03,2.15e+03]"
Macrouridae,FK190726-S0281,1,"(2.1e+03,2.15e+03]"
Macrouridae,FK190726-S0285,1,"(2.15e+03,2.2e+03]"
Macrouridae,FK190726-S0285,1,"(2.15e+03,2.2e+03]"
Macrouridae,FK190726-S0281,1,"(2.15e+03,2.2e+03]"
Macrouridae,FK190726-S0281,1,"(2.2e+03,2.25e+03]"
Macrouridae,FK190726-S0281,1,"(2.2e+03,2.25e+03]"
Macrouridae,FK190726-S0281,1,"(2.25e+03,2.3e+03]"
Macrouridae,D2-EX1605L1-18,1,"(500,550]"
Macrouridae,D2-EX1605L1-12,1,"(600,650]"
Macrouridae,D2-EX1605L3-07,1,"(850,900]"
Macrouridae,D2-EX1605L3-07,1,"(850,900]"
Macrouridae,D2-EX1605L3-07,1,"(850,900]"
Macrouridae,D2-EX1605L3-07,1,"(900,950]"
Macrouridae,D2-EX1605L1-08,1,"(1.2e+03,1.25e+03]"
Macrouridae,D2-EX1605L1-08,1,"(1.2e+03,1.25e+03]"
Macrouridae,D2-EX1605L3-15,1,"(1.6e+03,1.65e+03]"
Macrouridae,D2-EX1605L3-17,1,"(1.9e+03,1.95e+03]"
Macrouridae,D2-EX1605L1-14,1,"(1.95e+03,2e+03]"
Macrouridae,D2-EX1605L1-14,1,"(1.95e+03,2e+03]"
Macrouridae,D2-EX1605L1-15,1,"(2.15e+03,2.2e+03]"
Macrouridae,D2-EX1605L1-15,1,"(2.15e+03,2.2e+03]"
Macrouridae,D2-EX1605L1-07,1,"(2.35e+03,2.4e+03]"
Macrouridae,D2-EX1605L1-07,1,"(2.35e+03,2.4e+03]"
Macrouridae,D2-EX1605L1-07,1,"(2.35e+03,2.4e+03]"
Macrouridae,D2-EX1605L1-06,1,"(2.7e+03,2.75e+03]"
Macrouridae,D2-EX1605L1-11,1,"(3.25e+03,3.3e+03]"
Macrouridae,D2-EX1605L1-11,1,"(3.25e+03,3.3e+03]"
Macrouridae,D2-EX1605L3-13,1,"(4.75e+03,4.8e+03]"
Macrouridae,D2-EX1705-05,1,"(400,450]"
Macrouridae,D2-EX1705-05,1,"(450,500]"
Macrouridae,D2-EX1705-10,1,"(450,500]"
Macrouridae,D2-EX1703-10,1,"(450,500]"
Macrouridae,D2-EX1703-08,1,"(500,550]"
Macrouridae,D2-EX1703-08,1,"(500,550]"
Macrouridae,D2-EX1703-10,1,"(550,600]"
Macrouridae,D2-EX1703-10,1,"(550,600]"
Macrouridae,D2-EX1705-05,1,"(550,600]"
Macrouridae,D2-EX1705-05,1,"(600,650]"
Macrouridae,D2-EX1703-17,1,"(600,650]"
Macrouridae,D2-EX1703-08,1,"(600,650]"
Macrouridae,D2-EX1705-05,1,"(600,650]"
Macrouridae,D2-EX1705-05,1,"(600,650]"
Macrouridae,D2-EX1705-05,1,"(600,650]"
Macrouridae,D2-EX1703-08,1,"(600,650]"
Macrouridae,D2-EX1705-05,1,"(650,700]"
Macrouridae,D2-EX1705-05,1,"(650,700]"
Macrouridae,D2-EX1705-05,1,"(650,700]"
Macrouridae,D2-EX1703-08,1,"(700,750]"
Macrouridae,D2-EX1705-05,1,"(700,750]"
Macrouridae,D2-EX1703-19,1,"(750,800]"
Macrouridae,D2-EX1705-05,1,"(750,800]"
Macrouridae,D2-EX1705-05,1,"(750,800]"
Macrouridae,D2-EX1705-05,1,"(750,800]"
Macrouridae,D2-EX1705-05,1,"(750,800]"
Macrouridae,D2-EX1705-05,1,"(800,850]"
Macrouridae,D2-EX1705-05,1,"(800,850]"
Macrouridae,D2-EX1705-07,1,"(850,900]"
Macrouridae,D2-EX1705-07,1,"(900,950]"
Macrouridae,D2-EX1705-07,1,"(900,950]"
Macrouridae,D2-EX1705-07,1,"(950,1e+03]"
Macrouridae,D2-EX1705-11,1,"(1e+03,1.05e+03]"
Macrouridae,D2-EX1705-11,1,"(1e+03,1.05e+03]"
Macrouridae,D2-EX1705-11,1,"(1e+03,1.05e+03]"
Macrouridae,D2-EX1705-11,1,"(1e+03,1.05e+03]"
Macrouridae,D2-EX1705-11,1,"(1e+03,1.05e+03]"
Macrouridae,D2-EX1705-11,1,"(1e+03,1.05e+03]"
Macrouridae,D2-EX1705-07,1,"(1.05e+03,1.1e+03]"
Macrouridae,D2-EX1705-07,1,"(1.05e+03,1.1e+03]"
Macrouridae,D2-EX1705-07,1,"(1.05e+03,1.1e+03]"
Macrouridae,D2-EX1705-07,1,"(1.05e+03,1.1e+03]"
Macrouridae,D2-EX1705-07,1,"(1.05e+03,1.1e+03]"
Macrouridae,D2-EX1703-15,1,"(1.1e+03,1.15e+03]"
Macrouridae,D2-EX1703-15,1,"(1.1e+03,1.15e+03]"
Macrouridae,D2-EX1703-13,1,"(1.15e+03,1.2e+03]"
Macrouridae,D2-EX1703-13,1,"(1.15e+03,1.2e+03]"
Macrouridae,D2-EX1703-15,1,"(1.2e+03,1.25e+03]"
Macrouridae,D2-EX1703-13,1,"(1.2e+03,1.25e+03]"
Macrouridae,D2-EX1703-15,1,"(1.2e+03,1.25e+03]"
Macrouridae,D2-EX1703-15,1,"(1.25e+03,1.3e+03]"
Macrouridae,D2-EX1703-14,1,"(1.3e+03,1.35e+03]"
Macrouridae,D2-EX1703-15,1,"(1.3e+03,1.35e+03]"
Macrouridae,D2-EX1703-14,1,"(1.4e+03,1.45e+03]"
Macrouridae,D2-EX1705-04,1,"(1.65e+03,1.7e+03]"
Macrouridae,D2-EX1705-04,1,"(1.65e+03,1.7e+03]"
Macrouridae,D2-EX1703-12,1,"(1.8e+03,1.85e+03]"
Macrouridae,D2-EX1703-07,1,"(1.85e+03,1.9e+03]"
Macrouridae,D2-EX1703-07,1,"(1.85e+03,1.9e+03]"
Macrouridae,D2-EX1703-05,1,"(2.05e+03,2.1e+03]"
Macrouridae,D2-EX1705-09,1,"(2.05e+03,2.1e+03]"
Macrouridae,D2-EX1703-05,1,"(2.1e+03,2.15e+03]"
Macrouridae,D2-EX1705-03,1,"(2.1e+03,2.15e+03]"
Macrouridae,D2-EX1703-05,1,"(2.1e+03,2.15e+03]"
Macrouridae,D2-EX1705-03,1,"(2.15e+03,2.2e+03]"
Macrouridae,D2-EX1705-03,1,"(2.15e+03,2.2e+03]"
Macrouridae,D2-EX1705-03,1,"(2.15e+03,2.2e+03]"
Macrouridae,D2-EX1703-09,1,"(2.2e+03,2.25e+03]"
Macrouridae,D2-EX1705-12,1,"(2.2e+03,2.25e+03]"
Macrouridae,D2-EX1703-09,1,"(2.25e+03,2.3e+03]"
Macrouridae,D2-EX1703-09,1,"(2.35e+03,2.4e+03]"
Macrouridae,D2-EX1703-09,1,"(2.35e+03,2.4e+03]"
Macrouridae,D2-EX1705-08,1,"(4.55e+03,4.6e+03]"
Macrouridae,D2-EX1606-08,1,"(800,850]"
Macrouridae,D2-EX1606-08,1,"(850,900]"
Macrouridae,D2-EX1606-08,1,"(900,950]"
Macrouridae,D2-EX1606-08,1,"(900,950]"
Macrouridae,D2-EX1606-08,1,"(900,950]"
Macrouridae,D2-EX1606-08,1,"(900,950]"
Macrouridae,D2-EX1606-08,1,"(900,950]"
Macrouridae,D2-EX1606-08,1,"(900,950]"
Macrouridae,D2-EX1606-08,1,"(900,950]"
Macrouridae,D2-EX1606-08,1,"(950,1e+03]"
Macrouridae,D2-EX1606-08,1,"(950,1e+03]"
Macrouridae,D2-EX1606-08,1,"(950,1e+03]"
Macrouridae,D2-EX1606-08,1,"(950,1e+03]"
Macrouridae,D2-EX1606-12,1,"(1.1e+03,1.15e+03]"
Macrouridae,D2-EX1606-12,1,"(1.2e+03,1.25e+03]"
Macrouridae,D2-EX1606-10,2,"(1.35e+03,1.4e+03]"
Macrouridae,D2-EX1606-10,1,"(1.4e+03,1.45e+03]"
Macrouridae,D2-EX1606-10,1,"(1.4e+03,1.45e+03]"
Macrouridae,D2-EX1606-10,1,"(1.4e+03,1.45e+03]"
Macrouridae,D2-EX1606-10,1,"(1.4e+03,1.45e+03]"
Macrouridae,D2-EX1606-10,1,"(1.4e+03,1.45e+03]"
Macrouridae,D2-EX1606-10,1,"(1.4e+03,1.45e+03]"
Macrouridae,D2-EX1606-10,1,"(1.45e+03,1.5e+03]"
Macrouridae,D2-EX1606-10,1,"(1.45e+03,1.5e+03]"
Macrouridae,D2-EX1606-10,1,"(1.45e+03,1.5e+03]"
Macrouridae,D2-EX1606-10,1,"(1.45e+03,1.5e+03]"
Macrouridae,D2-EX1606-03,1,"(1.85e+03,1.9e+03]"
Macrouridae,D2-EX1606-06,1,"(1.95e+03,2e+03]"
Macrouridae,D2-EX1606-06,1,"(1.95e+03,2e+03]"
Macrouridae,D2-EX1606-06,1,"(2.05e+03,2.1e+03]"
Macrouridae,D2-EX1606-02,1,"(2.15e+03,2.2e+03]"
Macrouridae,D2-EX1606-06,1,"(2.2e+03,2.25e+03]"
Macrouridae,D2-EX1606-05,1,"(2.45e+03,2.5e+03]"
Malacanthidae,D2-EX1605L1-19,2,"(200,250]"
Malacanthidae,D2-EX1605L1-19,2,"(200,250]"
Malacanthidae,D2-EX1605L1-19,1,"(200,250]"
Malacanthidae,D2-EX1605L1-19,1,"(200,250]"
Malacanthidae,D2-EX1605L1-19,2,"(200,250]"
Malacanthidae,D2-EX1605L1-19,1,"(200,250]"
Malacanthidae,D2-EX1605L1-19,1,"(200,250]"
Malacanthidae,D2-EX1605L1-19,1,"(200,250]"
Malacanthidae,D2-EX1605L1-19,1,"(200,250]"
Malacanthidae,D2-EX1605L1-19,2,"(200,250]"
Malacanthidae,D2-EX1605L1-19,1,"(200,250]"
Malacanthidae,D2-EX1605L1-19,1,"(200,250]"
Malacanthidae,D2-EX1605L1-19,1,"(200,250]"
Malacanthidae,D2-EX1605L1-19,2,"(200,250]"
Malacanthidae,D2-EX1605L1-19,1,"(200,250]"
Moridae,D2-EX1702-10,1,"(650,700]"
Moridae,D2-EX1702-10,1,"(650,700]"
Moridae,D2-EX1708-20,1,"(250,300]"
Moridae,D2-EX1708-20,2,"(250,300]"
Moridae,D2-EX1708-20,3,"(250,300]"
Moridae,D2-EX1708-20,1,"(250,300]"
Moridae,D2-EX1708-20,1,"(250,300]"
Moridae,D2-EX1708-20,2,"(300,350]"
Moridae,D2-EX1708-20,1,"(300,350]"
Moridae,D2-EX1708-20,2,"(300,350]"
Moridae,D2-EX1708-20,1,"(300,350]"
Moridae,D2-EX1708-20,1,"(300,350]"
Moridae,D2-EX1708-20,1,"(300,350]"
Moridae,D2-EX1708-20,1,"(300,350]"
Moridae,D2-EX1708-20,1,"(300,350]"
Moridae,D2-EX1504L4-02,1,"(300,350]"
Moridae,D2-EX1708-20,1,"(300,350]"
Moridae,D2-EX1504L4-02,1,"(300,350]"
Moridae,D2-EX1504L4-02,1,"(300,350]"
Moridae,D2-EX1708-20,1,"(350,400]"
Moridae,D2-EX1708-20,1,"(350,400]"
Moridae,D2-EX1504L4-02,1,"(350,400]"
Moridae,D2-EX1504L3-02,1,"(350,400]"
Moridae,D2-EX1504L3-02,1,"(350,400]"
Moridae,D2-EX1708-20,1,"(350,400]"
Moridae,D2-EX1504L3-02,1,"(350,400]"
Moridae,D2-EX1504L3-02,1,"(350,400]"
Moridae,D2-EX1708-20,1,"(400,450]"
Moridae,D2-EX1708-20,1,"(400,450]"
Moridae,D2-EX1708-20,1,"(400,450]"
Moridae,D2-EX1708-20,1,"(400,450]"
Moridae,D2-EX1504L4-02,1,"(400,450]"
Moridae,D2-EX1708-20,1,"(450,500]"
Moridae,D2-EX1708-20,1,"(450,500]"
Moridae,D2-EX1603-06,1,"(650,700]"
Moridae,D2-EX1603-06,1,"(800,850]"
Moridae,D2-EX1603-06,1,"(800,850]"
Moridae,D2-EX1504L4-13,1,"(1.9e+03,1.95e+03]"
Moridae,D2-EX1708-12,1,"(2.05e+03,2.1e+03]"
Moridae,D2-EX1504L2-11,1,"(2.1e+03,2.15e+03]"
Moridae,D2-EX1708-10,1,"(2.65e+03,2.7e+03]"
Moridae,FK190726-S0287,1,"(1.25e+03,1.3e+03]"
Moridae,FK190726-S0287,1,"(1.3e+03,1.35e+03]"
Moridae,FK190726-S0287,1,"(1.3e+03,1.35e+03]"
Moridae,FK190726-S0287,1,"(1.3e+03,1.35e+03]"
Moridae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Moridae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Moridae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Moridae,FK190726-S0289,1,"(1.4e+03,1.45e+03]"
Moridae,FK190726-S0287,1,"(1.4e+03,1.45e+03]"
Moridae,FK190726-S0283,1,"(1.45e+03,1.5e+03]"
Moridae,FK190726-S0282,1,"(1.45e+03,1.5e+03]"
Moridae,FK190726-S0287,1,"(1.5e+03,1.55e+03]"
Moridae,FK190726-S0287,1,"(1.5e+03,1.55e+03]"
Moridae,FK190726-S0290,1,"(2.2e+03,2.25e+03]"
Moridae,D2-EX1605L1-19,1,"(300,350]"
Moridae,D2-EX1605L1-19,1,"(300,350]"
Moridae,D2-EX1605L3-08,1,"(300,350]"
Moridae,D2-EX1605L1-19,1,"(300,350]"
Moridae,D2-EX1605L1-19,1,"(300,350]"
Moridae,D2-EX1605L3-08,1,"(350,400]"
Moridae,D2-EX1605L3-08,1,"(350,400]"
Moridae,D2-EX1605L1-18,1,"(400,450]"
Moridae,D2-EX1605L3-08,1,"(400,450]"
Moridae,D2-EX1605L3-07,1,"(850,900]"
Moridae,D2-EX1605L3-07,1,"(900,950]"
Moridae,D2-EX1605L3-07,1,"(900,950]"
Moridae,D2-EX1705-05,1,"(350,400]"
Moridae,D2-EX1705-05,1,"(400,450]"
Moridae,D2-EX1705-05,1,"(450,500]"
Moridae,D2-EX1705-05,1,"(450,500]"
Moridae,D2-EX1703-10,1,"(450,500]"
Moridae,D2-EX1703-17,1,"(450,500]"
Moridae,D2-EX1705-05,1,"(450,500]"
Moridae,D2-EX1703-10,1,"(500,550]"
Moridae,D2-EX1705-05,1,"(500,550]"
Moridae,D2-EX1705-05,1,"(500,550]"
Moridae,D2-EX1703-17,1,"(500,550]"
Moridae,D2-EX1703-10,1,"(500,550]"
Moridae,D2-EX1703-10,1,"(550,600]"
Moridae,D2-EX1703-10,2,"(550,600]"
Moridae,D2-EX1703-17,1,"(550,600]"
Moridae,D2-EX1703-10,1,"(550,600]"
Moridae,D2-EX1703-10,1,"(550,600]"
Moridae,D2-EX1703-17,1,"(600,650]"
Moridae,D2-EX1703-08,1,"(600,650]"
Moridae,D2-EX1703-17,1,"(650,700]"
Moridae,D2-EX1703-14,1,"(1.45e+03,1.5e+03]"
Moridae,D2-EX1703-12,1,"(1.65e+03,1.7e+03]"
Moridae,D2-EX1703-05,1,"(1.85e+03,1.9e+03]"
Moridae,D2-EX1705-12,1,"(2.05e+03,2.1e+03]"
Moridae,D2-EX1705-03,1,"(2.2e+03,2.25e+03]"
Moridae,D2-EX1606-11,1,"(600,650]"
Moridae,D2-EX1606-08,1,"(900,950]"
Moridae,D2-EX1606-08,1,"(900,950]"
Muraenidae,NA112-H1768,5,"(100,150]"
Muraenidae,D2-EX1605L1-17,1,"(250,300]"
Muraenidae,D2-EX1605L3-06,1,"(250,300]"
Muraenidae,D2-EX1605L1-17,1,"(250,300]"
Muraenidae,D2-EX1605L3-06,3,"(250,300]"
Muraenidae,D2-EX1605L3-06,1,"(300,350]"
Muraenidae,D2-EX1605L3-08,1,"(350,400]"
Myctophidae,NA112-H1772,1,"(300,350]"
Myctophidae,NA112-H1767,1,"(400,450]"
Myctophidae,NA112-H1766,1,"(600,650]"
Myctophidae,NA112-H1767,3,"(600,650]"
Myctophidae,NA112-H1767,2,"(600,650]"
Myctophidae,NA112-H1766,1,"(600,650]"
Myctophidae,NA112-H1766,1,"(650,700]"
Myctophidae,D2-EX1702-09,1,"(700,750]"
Myctophidae,D2-EX1702-09,1,"(700,750]"
Myctophidae,D2-EX1702-09,1,"(700,750]"
Myctophidae,NA112-H1766,1,"(700,750]"
Myctophidae,D2-EX1702-09,1,"(700,750]"
Myctophidae,NA112-H1766,1,"(700,750]"
Myctophidae,NA112-H1766,1,"(750,800]"
Myctophidae,NA112-H1766,1,"(750,800]"
Myctophidae,NA112-H1766,2,"(750,800]"
Myctophidae,NA112-H1766,2,"(750,800]"
Myctophidae,NA112-H1766,2,"(750,800]"
Myctophidae,NA112-H1766,1,"(750,800]"
Myctophidae,NA112-H1766,4,"(750,800]"
Myctophidae,NA112-H1766,2,"(750,800]"
Myctophidae,D2-EX1504L4-01,2,"(350,400]"
Myctophidae,D2-EX1504L4-01,1,"(350,400]"
Myctophidae,D2-EX1504L3-03,2,"(450,500]"
Myctophidae,D2-EX1708-21,1,"(750,800]"
Myctophidae,D2-EX1708-21,1,"(750,800]"
Myctophidae,D2-EX1708-21,1,"(750,800]"
Myctophidae,D2-EX1708-21,1,"(750,800]"
Myctophidae,D2-EX1708-21,1,"(750,800]"
Myctophidae,D2-EX1708-21,1,"(750,800]"
Myctophidae,D2-EX1708-21,1,"(750,800]"
Myctophidae,D2-EX1708-21,1,"(750,800]"
Myctophidae,D2-EX1708-21,1,"(800,850]"
Myctophidae,D2-EX1708-21,1,"(800,850]"
Myctophidae,D2-EX1708-21,1,"(800,850]"
Myctophidae,D2-EX1708-21,1,"(800,850]"
Myctophidae,FK190726-S0287,1,"(1.25e+03,1.3e+03]"
Myctophidae,FK190726-S0287,1,"(1.3e+03,1.35e+03]"
Myctophidae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Myctophidae,FK190726-S0287,2,"(1.35e+03,1.4e+03]"
Myctophidae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Myctophidae,FK190726-S0287,2,"(1.35e+03,1.4e+03]"
Myctophidae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Myctophidae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Myctophidae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Myctophidae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Myctophidae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Myctophidae,FK190726-S0287,2,"(1.35e+03,1.4e+03]"
Myctophidae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Myctophidae,FK190726-S0287,1,"(1.4e+03,1.45e+03]"
Myctophidae,FK190726-S0287,1,"(1.5e+03,1.55e+03]"
Myctophidae,FK190726-S0287,1,"(1.5e+03,1.55e+03]"
Myctophidae,FK190726-S0287,1,"(1.5e+03,1.55e+03]"
Myctophidae,FK190726-S0280,1,"(1.65e+03,1.7e+03]"
Myctophidae,FK190726-S0280,1,"(1.7e+03,1.75e+03]"
Myctophidae,FK190726-S0280,1,"(1.7e+03,1.75e+03]"
Myctophidae,FK190726-S0284,1,"(1.75e+03,1.8e+03]"
Myctophidae,FK190726-S0284,2,"(1.8e+03,1.85e+03]"
Myctophidae,FK190726-S0284,1,"(1.8e+03,1.85e+03]"
Myctophidae,FK190726-S0281,1,"(1.8e+03,1.85e+03]"
Myctophidae,FK190726-S0281,1,"(1.8e+03,1.85e+03]"
Myctophidae,FK190726-S0281,1,"(1.85e+03,1.9e+03]"
Myctophidae,FK190726-S0281,1,"(1.85e+03,1.9e+03]"
Myctophidae,FK190726-S0281,1,"(1.85e+03,1.9e+03]"
Myctophidae,FK190726-S0281,1,"(1.85e+03,1.9e+03]"
Myctophidae,FK190726-S0281,1,"(1.85e+03,1.9e+03]"
Myctophidae,FK190726-S0284,1,"(1.85e+03,1.9e+03]"
Myctophidae,FK190726-S0284,1,"(1.85e+03,1.9e+03]"
Myctophidae,FK190726-S0284,1,"(1.85e+03,1.9e+03]"
Myctophidae,FK190726-S0281,1,"(1.85e+03,1.9e+03]"
Myctophidae,FK190726-S0281,1,"(1.9e+03,1.95e+03]"
Myctophidae,FK190726-S0281,1,"(1.9e+03,1.95e+03]"
Myctophidae,FK190726-S0281,1,"(1.9e+03,1.95e+03]"
Myctophidae,FK190726-S0281,1,"(1.9e+03,1.95e+03]"
Myctophidae,FK190726-S0281,1,"(1.9e+03,1.95e+03]"
Myctophidae,FK190726-S0281,1,"(1.95e+03,2e+03]"
Myctophidae,FK190726-S0281,1,"(1.95e+03,2e+03]"
Myctophidae,FK190726-S0281,1,"(2e+03,2.05e+03]"
Myctophidae,FK190726-S0281,1,"(2e+03,2.05e+03]"
Myctophidae,FK190726-S0281,1,"(2e+03,2.05e+03]"
Myctophidae,FK190726-S0281,2,"(2e+03,2.05e+03]"
Myctophidae,FK190726-S0281,2,"(2e+03,2.05e+03]"
Myctophidae,FK190726-S0281,1,"(2.05e+03,2.1e+03]"
Myctophidae,FK190726-S0281,1,"(2.05e+03,2.1e+03]"
Myctophidae,FK190726-S0284,1,"(2.05e+03,2.1e+03]"
Myctophidae,FK190726-S0281,1,"(2.25e+03,2.3e+03]"
Myctophidae,D2-EX1605L3-08,4,"(450,500]"
